Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Male,M,1227,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Female,F,887,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Male,M,2230,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Female,F,2192,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Male,M,3909,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Female,F,4334,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Male,M,4869,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Female,F,4131,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Male,M,2488,Not Applicable,Not Applicable
,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,35-44 years,35-44,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,35-44 years,35-44,Male,M,80,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Female,F,46,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Male,M,223,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Female,F,124,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Male,M,377,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Female,F,241,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Male,M,516,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Female,F,484,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Male,M,631,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Female,F,514,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Male,M,327,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,25-34 years,25-34,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Female,F,74,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Male,M,213,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Female,F,207,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Male,M,679,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Female,F,592,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Male,M,1335,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Female,F,1591,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Male,M,3165,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Female,F,3343,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Male,M,4586,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Female,F,3471,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Male,M,2161,Not Applicable,Not Applicable
,White,2106-3,Old myocardial infarction,I25.2,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,45-54 years,45-54,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,45-54 years,45-54,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,55-64 years,55-64,Female,F,46,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,55-64 years,55-64,Male,M,127,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Female,F,121,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Male,M,290,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Female,F,201,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Male,M,396,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Female,F,144,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Male,M,134,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,65-74 years,65-74,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,75-84 years,75-84,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,85+ years,85+,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,85+ years,85+,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,35-44 years,35-44,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,45-54 years,45-54,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,55-64 years,55-64,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,55-64 years,55-64,Male,M,78,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Female,F,92,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Male,M,160,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Female,F,192,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Male,M,264,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Female,F,178,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Male,M,145,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,15-24 years,15-24,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,25-34 years,25-34,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,25-34 years,25-34,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,35-44 years,35-44,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,35-44 years,35-44,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Female,F,77,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Female,F,88,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Female,F,188,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Male,M,193,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Female,F,308,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Male,M,193,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Female,F,189,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Male,M,86,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,< 1 year,1,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,< 1 year,1,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,35-44 years,35-44,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,45-54 years,45-54,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,45-54 years,45-54,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,55-64 years,55-64,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,65-74 years,65-74,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,75-84 years,75-84,Female,F,63,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,75-84 years,75-84,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,85+ years,85+,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,Primary pulmonary hypertension,I27.0,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,65-74 years,65-74,Male,M,34,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,75-84 years,75-84,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,75-84 years,75-84,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,65-74 years,65-74,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,75-84 years,75-84,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,75-84 years,75-84,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,85+ years,85+,Female,F,59,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,85+ years,85+,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,55-64 years,55-64,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,65-74 years,65-74,Female,F,61,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,65-74 years,65-74,Male,M,71,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Female,F,220,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Male,M,211,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Female,F,374,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Male,M,185,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) insufficiency,I35.1,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) insufficiency,I35.1,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) insufficiency,I35.1,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,65-74 years,65-74,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,75-84 years,75-84,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,75-84 years,75-84,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,45-54 years,45-54,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,55-64 years,55-64,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,55-64 years,55-64,Male,M,34,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,65-74 years,65-74,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,65-74 years,65-74,Male,M,45,Not Applicable,Not Applicable
